word,count
aspirate,1
aspiring,1
assailed,1
assembly,2
assented,4
assigned,2
assisted,11
assorted,1
assuming,3
assuring,1
astonish,1
attached,14
attaches,1
attained,2
attempts,2
attended,7
attested,2
attitude,18
attorney,4
audience,6
auditors,2
augustus,10
auspices,1
availing,1
avenging,4
aversion,1
avoiding,1
awaiting,3
awakened,9
babyhood,1
bachelor,5
backward,7
bailiffs,1
balanced,1
baldness,1
bandaged,1
bandying,1
banished,4
bankrupt,1
barefoot,1
bargains,1
bargeman,3
bargemen,2
barkings,1
barnwell,1
baronial,1
barouche,1
bartlemy,1
basement,1
bastille,3
battened,1
battered,1
battling,1
baulking,1
bearings,1
beauties,1
beauvais,2
beckoned,4
becoming,8
bedrooms,2
bedstead,8
beetling,1
befriend,1
beggarly,3
begrimed,2
beguiled,1
beheaded,1
beholder,1
believed,26
believes,3
belonged,6
bengalee,5
benjamin,1
bereaved,1
besought,3
bestowed,7
bestrewn,1
bestrode,1
betaking,1
bethpeak,1
betrayal,1
betrayed,4
bewailed,1
billeted,1
birdseed,1
birthday,11
biscuits,1
bithnith,1
bitterly,4
blackest,2
blankets,1
blazoned,1
bleeding,2
blending,1
blessing,12
blighted,3
blinkers,1
blinking,1
bloaters,1
blockade,1
blooming,3
blotting,1
blushing,3
boarding,7
boastful,2
boasting,1
boathook,1
bondsman,1
bootjack,1
bootless,1
borrowed,4
boulogne,1
boundary,1
bowsprit,1
boythorn,11
bracelet,2
braiding,1
brambles,2
branched,1
branches,6
breaches,1
breakers,2
breaking,18
breathed,5
breeding,3
bridling,1
brighten,2
brighter,6
brightly,4
brighton,1
bringing,11
bristled,1
broached,2
broadest,1
broiling,1
brooding,3
brothers,14
brushing,2
brussels,1
bubbling,1
builders,2
building,9
bullying,1
burrowed,1
bursting,8
business,145
butchers,1
buttered,2
buttoned,1
cajolery,1
calamity,1
calendar,2
calmness,1
camellia,1
campbell,2
canaries,1
candidly,2
cannibal,1
capacity,9
capitals,1
caprices,2
captives,2
captured,2
carbines,1
careless,5
caressed,2
caroling,1
carolled,1
carriage,34
carriers,1
carrying,20
carstone,4
cartshed,1
cashiers,1
casually,2
catching,8
cauldron,1
causeway,2
cautious,4
cavalier,1
ceremony,13
chadband,12
chairman,3
chalking,1
chambers,11
champion,1
chancery,7
chancing,1
chandler,2
changing,8
chaplain,1
charcoal,1
chargers,1
charging,2
charming,17
chastely,1
cheating,1
checking,4
cheerful,23
cheerily,3
cheering,2
chemists,2
chertsey,1
cherubic,2
chickens,1
chicksey,1
childers,2
childish,8
children,66
chilling,3
chimbley,1
chimneys,6
chinking,1
chirping,1
chivalry,1
choicest,2
chuckled,1
churches,4
circling,1
circular,2
circuses,1
citizens,4
clanking,1
clapping,1
clarissa,1
clashing,1
clasping,8
cleaning,2
clearest,1
clearing,2
clenched,7
cleverly,1
clickett,1
clicking,1
clifford,3
climbers,1
climbing,1
clinging,4
clinking,1
clippers,1
clipping,1
cloister,1
clothing,4
clubbing,1
clusters,1
clutches,1
coachman,5
cobblers,2
cockades,1
coketown,14
coldness,3
collapse,1
colliers,2
coloured,11
combined,3
comforts,4
commence,4
commends,1
commerce,1
commonly,5
communed,1
compared,3
compares,1
complain,8
complete,11
composed,11
compound,5
comprise,1
conceded,1
conceive,5
concerns,2
conclude,3
condoled,1
conducts,2
confided,9
confides,2
confined,5
confines,3
confirms,2
confound,6
confront,1
confused,18
congress,1
conjured,2
consider,33
consoled,2
constant,14
consults,2
consumed,1
contains,1
contempt,5
contents,13
continue,3
contrary,15
contrast,11
converts,1
conveyed,4
convicts,2
convince,4
coolness,4
copyists,1
coquetry,2
corduroy,2
cornelia,1
cornered,2
cornices,1
coroners,1
coronets,1
corridor,2
corvette,1
cottages,1
coughing,3
counters,1
counting,22
courtesy,2
courting,2
covenant,2
covering,5
coverlet,1
covertly,1
covetous,1
cowardly,1
crackers,1
cracking,1
crackled,1
cramming,1
crashing,1
cratchit,3
crawfish,1
crawling,3
creaking,3
creating,10
creation,4
creature,42
creditor,2
creeping,5
creeturs,1
criminal,2
cringing,1
crippled,1
crippler,1
critical,1
croaking,1
crockery,3
crossing,11
crouches,1
crowding,4
crowning,1
cruising,1
crumbled,1
crumpled,4
crunched,1
cruncher,4
crushing,1
crutches,1
cucumber,1
cumbrous,1
cupboard,3
cupidity,1
currents,1
cursitor,2
curtains,7
curtness,1
curtseys,2
cushions,1
customer,3
cuttings,1
damascus,1
dancings,1
dandyism,1
dangling,4
darkened,8
darkness,25
darksome,1
datchery,6
daughter,51
daunting,1
daybreak,3
daylight,7
dazzling,6
dealings,2
debating,3
decamped,1
decanter,2
decaying,1
deceased,8
deceived,9
deceives,2
december,1
decently,1
deciding,2
decimals,1
decision,4
declared,9
declares,1
declined,5
declines,1
decrease,1
decrepit,1
dedlocks,3
deepened,5
defarges,1
defeated,3
deferred,2
defiance,7
definite,4
degraded,1
deigning,2
dejected,5
delicacy,11
delicate,21
delights,1
delivers,3
delivery,1
delusion,1
delusive,1
demanded,4
demented,1
demolish,1
dentists,1
departed,15
depended,2
deplored,1
deprived,1
deriving,2
descends,2
describe,2
descried,3
descript,1
deserted,8
deserter,1
deserved,5
deserves,1
designed,3
desiring,1
desirous,2
desisted,1
desolate,2
despised,4
despotic,1
destined,1
detached,1
detailed,4
detained,5
detected,1
devilish,2
devoting,2
devotion,9
devoutly,2
dewdrops,1
dewelope,1
dialogue,2
diamonds,4
dictated,1
diffused,1
diligent,2
diluting,1
diminish,1
directed,16
directly,32
disabled,1
disarmed,1
disaster,1
disclose,6
discount,1
discover,7
discreet,5
disgrace,9
disguise,4
disliked,1
dismally,1
dismayed,1
dismount,1
disorder,9
disowned,3
dispatch,2
dispense,3
disperse,3
displays,1
disposal,1
disposed,16
disproof,1
disputed,3
disputes,1
disquiet,1
dissolve,1
distance,29
distaste,1
distinct,3
distress,10
district,4
distrust,7
diverted,3
divested,2
dividing,1
divinest,1
divining,2
divinity,1
division,4
divulged,1
docketed,1
document,6
doggedly,1
domestic,21
dominion,1
dominoes,1
donation,1
doorways,3
doubtful,10
doubting,3
downcast,3
downhill,1
downward,3
dragging,6
dramatic,1
draughts,1
drawback,2
drawings,1
drawling,1
dreadful,21
dreaming,4
drection,1
drenched,1
dressing,14
drifting,3
drinkers,1
drinking,18
dripping,2
drooping,5
dropping,9
drowning,1
drowsily,3
drudgery,1
drunkard,1
dullness,1
dumbbell,1
dunghill,1
duration,1
dwelling,17
dwindled,2
earliest,2
earnings,1
earrings,1
easterly,2
eastward,1
eatables,1
ebenezer,2
edifices,1
editions,10
educated,1
effected,1
effigies,1
eighteen,7
electric,1
elements,1
elephant,3
elevated,7
eligible,4
eloquent,1
elsewise,1
embraced,1
embraces,1
emeralds,1
emerging,2
emigrant,5
emigrate,1
emotions,7
emphasis,10
emphatic,6
employed,8
employer,6
emptying,3
encamped,1
enclosed,3
endorsed,1
enduring,2
energies,3
enforced,2
engaging,5
engender,1
engraved,1
enhanced,2
enjoying,6
enlarged,4
enormous,1
enquerry,1
enrolled,1
ensnared,1
ensuring,1
entering,10
enticing,1
entirely,15
entitled,1
entombed,1
entrance,5
entreaty,1
entwined,1
epitaphs,1
epithets,1
equality,3
equalled,1
equipage,3
equipped,1
eruption,2
escorted,2
especial,1
esteemed,4
estimate,2
eternity,1
ethereal,1
europian,2
evenings,7
eventful,1
evermore,2
everyone,5
evidence,17
evincing,3
examined,7
examiner,1
examines,2
examples,3
excepted,2
exchange,4
exciting,5
exclaims,1
excluded,2
executed,1
executor,2
exercise,5
exertion,4
exhausts,1
existent,1
existing,4
expected,45
expended,1
expenses,4
explains,1
exploded,2
extended,3
external,2
extorted,1
exultant,1
exulting,1
eyebrows,10
fabulous,2
facility,10
failings,1
fainting,1
faithful,7
faltered,2
familiar,19
families,10
famished,1
fanciful,1
fancying,1
farewell,14
farthest,1
farthing,2
fastened,5
fatigued,4
fatigues,2
favoured,12
feathers,5
feathery,1
features,14
feelings,30
feigning,2
feinting,1
feminine,2
ferocity,1
festival,1
fetching,1
fezziwig,3
fictions,1
fidelity,7
fiendish,1
fiercely,5
fighting,4
filially,1
filtered,1
finality,1
finished,15
finishes,1
fireside,7
firewood,3
firmness,8
fitfully,1
fittings,1
fladdock,4
flambeau,1
flapping,2
flashing,1
flattest,1
fledgeby,50
fleshing,1
flexible,1
flinging,4
flitting,1
floating,7
flogging,1
flooring,1
flopping,1
flourish,5
flurried,1
flutings,1
follerin,1
followed,31
follower,1
fondling,1
fondness,2
footpath,1
footsore,2
footstep,4
forborne,1
forcible,4
forcibly,2
forehead,23
foremost,7
forenoon,2
forensic,1
foreseen,2
forfeits,2
forgiven,3
formally,2
formerly,4
forsaken,1
forsooth,1
fortress,1
fortunes,10
forwards,3
fountain,11
fourteen,4
fraction,1
fragment,7
fragrant,1
freedoms,1
freehold,1
freezing,2
frequent,2
freshest,1
fretting,1
friction,1
friendly,20
frighten,1
frontier,1
frowning,5
fruitful,1
fugitive,2
fullness,2
function,1
funerals,1
furnaces,1
furnival,4
galvanic,1
gambling,1
gamester,1
ganglion,1
gardener,3
garlands,2
garments,2
gathered,8
gauntlet,1
genelman,1
generous,14
gentlest,1
geranium,1
gestures,1
gigantic,4
gladness,1
glancing,24
glassful,3
gleaming,1
glimpses,1
globular,1
gloomily,4
glorious,5
goodness,19
goodwill,1
gorgeous,1
governed,1
governor,9
graceful,6
gracious,19
grandest,1
grandeur,1
grandson,5
granting,1
grasping,1
grateful,12
greasily,1
greatest,18
greedily,4
gridiron,3
grievous,5
grimaces,1
grimaldi,1
gripping,1
grizzled,1
groaning,2
gropings,1
growlery,3
growling,5
grudging,1
gruffish,1
grumbled,2
grunting,1
guardian,53
guarding,1
guidance,1
guiltily,2
gulpidge,2
gummidge,8
gunmaker,1
habitual,2
hallowed,1
hamilton,2
handbill,1
handford,6
handmaid,1
handsome,20
happened,35
happiest,2
hardened,1
hardware,1
harmless,4
harmonic,3
hassocks,1
hastened,1
hatching,1
haunches,1
haunting,1
havisham,29
haymaker,1
haystack,3
hazarded,1
headache,1
headlong,3
heartily,17
heathens,1
heavenly,1
heaviest,3
heedless,4
helpless,8
helpmate,1
heralded,3
hereunto,1
hereupon,5
herewith,1
hesitate,1
highgate,4
highness,2
highways,1
hindered,1
hitherto,5
hoarding,1
hoarsely,2
holidays,1
holloway,1
hollower,1
homeward,3
homilies,1
honestly,2
honoured,8
hopeless,11
hornpipe,1
horrible,6
horribly,4
horsemen,1
hospital,6
hostelry,1
hounslow,1
housetop,2
hovering,5
huckster,1
humanity,3
humidity,1
humility,9
humorous,2
humoured,9
humphrey,1
hundreds,7
hungered,1
hurrying,6
husbands,3
identify,1
identity,1
idleness,2
igniting,1
ignominy,2
ignorant,3
illusion,2
imagined,3
imbecile,1
immortal,2
impaired,1
imparted,4
impeaged,1
impelled,4
impended,2
implicit,1
implored,3
implying,3
imposing,1
impostor,1
impotent,1
imprints,1
improper,1
improved,11
impudent,1
impulses,2
impunity,1
imputing,1
inaction,1
inasmuch,5
incident,1
inclined,10
included,2
includes,1
increase,1
indebted,2
indecent,1
indented,1
indiaman,1
indicted,1
indulged,1
industry,3
infamous,3
infected,1
inferior,1
infernal,3
inferred,5
infidels,1
infinite,11
inflicts,1
informed,12
informer,3
infusing,1
infusion,1
inhaling,1
injurers,1
injuries,2
inkstand,2
inkwhich,1
innocent,20
inquired,10
inquirer,1
inquires,3
insanity,1
insisted,8
insolent,3
insomuch,5
inspired,8
instance,15
instinct,1
insulted,2
insuring,1
intended,16
intently,4
interest,59
interior,1
internal,1
interval,11
intimacy,2
intimate,8
intruded,1
invading,1
invasion,1
invented,4
inversed,1
invested,4
inviting,1
invoking,1
involved,7
inwardly,2
ironical,1
jaggerth,1
jangling,1
jarndyce,69
jealousy,6
jeffries,1
jeopardy,1
jerkined,1
jeweller,1
jocosely,2
jonathan,1
jostling,2
journals,1
journeys,3
joyfully,1
judgment,8
judicial,3
justices,2
juvenile,1
keepsake,2
kerchief,1
keyholes,1
kindling,1
kindness,18
kingston,1
knapsack,1
kneeling,2
knitting,9
knocking,5
knuckled,1
knuckles,3
labelled,1
laboured,6
labourer,1
ladybird,1
ladyship,6
lamented,1
landlady,7
landless,5
landlord,16
language,12
lanterns,1
lattices,1
laudable,1
laudanum,1
laughing,26
laughter,5
lavender,4
lawfully,1
leapings,1
learning,8
leathern,2
lectured,1
lectures,1
leggings,1
lengthen,1
leniency,1
lettuces,1
levelled,1
licensed,1
licenses,1
lifeless,3
lifetime,1
lighters,1
lightest,3
lighting,5
likeness,10
likeways,2
likewise,22
limekiln,1
lingered,5
listened,12
listener,3
listless,2
literary,12
littered,1
littimer,7
livelier,1
loathing,2
lobsters,1
location,1
lodgings,6
lonelier,1
loosened,1
lopsided,1
lordship,4
loungers,2
lounging,1
lovingly,2
lowering,3
lukewarm,1
luminous,1
lustiest,1
maccoort,1
machines,2
maddened,1
madhouse,2
magazine,2
magician,1
magnates,1
magwitch,4
mahogany,4
maintain,2
majestic,2
majority,1
maladies,1
mangling,1
manifest,1
manifold,1
mansions,1
marriage,23
marrying,7
masterly,1
material,3
maternal,1
matronly,2
mattress,2
maturely,1
meanness,4
meantime,7
measured,4
measures,5
mediator,1
medicine,4
meekness,2
meetings,2
memorial,3
menacing,1
merchant,2
merciful,3
merriest,1
messages,5
metallic,2
micawber,86
middling,2
midnight,11
mightily,1
mildewed,1
mildness,1
military,7
millions,1
miltonic,1
mingling,2
minister,2
minutely,1
miracles,1
mischief,8
miseries,5
missiles,1
missions,1
mistaken,9
mistakes,4
mistress,5
mistrust,4
modelled,1
moderate,3
modestly,6
moistens,1
monastic,1
monotony,2
monsieur,17
monsters,4
montague,13
monument,3
moorings,1
morality,2
moreover,7
mornings,1
morosely,1
mortally,2
mortimer,36
motherly,5
moulding,1
moulting,1
mountain,2
mounting,3
mournful,7
mourning,10
mouthful,2
mouthing,1
movables,1
movement,7
mudbanks,1
mulberry,1
mumbling,1
murdered,7
murderer,4
murderin,1
murmured,4
muscular,1
musingly,1
mutilate,1
muttered,4
nameless,1
namesake,3
napoleon,1
narrowed,1
narrower,2
narrowly,2
national,10
nauseous,2
nautical,3
neatness,2
necklace,2
needless,2
negative,1
neighbor,1
neophyte,1
nestling,2
nightcap,3
nineteen,4
nobbiest,1
noblemen,2
noisiest,1
nominate,1
nonsense,35
nostrils,3
nothings,1
noticing,5
november,3
nuisance,2
numerous,6
nurthery,1
obdurate,3
obedient,10
objected,4
obleeged,1
obliging,4
oblivion,1
obscured,2
observed,42
observer,1
observes,6
obsolete,2
obstacle,2
obtained,2
obtruded,1
occasion,54
occupied,15
occupies,1
occurred,14
offended,5
offender,2
offering,5
officers,5
official,6
oftenest,2
ointment,1
oncommon,1
openable,1
openings,1
openness,1
opinions,6
opponent,3
opposing,1
opposite,27
ordering,3
ordinary,10
organist,1
original,8
ornament,3
otherest,5
outhouse,1
outraged,1
outrages,1
outright,1
outworks,1
overcoat,1
overcome,11
overdoes,1
overhand,1
overhead,3
overhear,1
overhung,3
overlook,4
overstep,1
overtake,2
overturn,1
packages,1
painting,5
paleness,1
palpably,1
panelled,1
pantries,1
parallel,2
parental,1
parishes,1
parlours,1
partaken,1
partaker,1
partners,3
passages,6
passions,4
pastoral,1
pastures,1
pathetic,5
patience,12
patients,4
patriots,5
patterns,4
pauperis,1
pavement,16
pavilion,1
payments,1
peaceful,5
peartree,1
peculiar,19
pedestal,1
pedigree,1
peggotty,102
penitent,3
penknife,2
perceive,2
perfumer,1
perjurer,1
persists,1
personal,18
persuade,4
pervaded,2
petulant,2
pickwick,1
pictured,1
pictures,5
piercing,3
pinnacle,1
pitching,3
pitfalls,1
pitiable,1
pitiably,1
placidly,1
plainest,1
plaiting,1
planning,1
planting,2
plashing,1
plasters,1
platform,4
pleading,3
pleasant,57
pleasing,3
pleasure,49
plotters,1
ploughed,2
plugging,1
plumpers,1
plunging,2
plymouth,1
poaching,1
podsnaps,1
poetical,3
pointing,14
poisoned,2
policies,1
polished,3
politely,5
pompeyed,1
populace,2
portable,1
portland,1
portrait,8
position,34
positive,1
possible,44
possibly,25
potatoes,7
powdered,1
powerful,11
practice,12
practise,2
prairies,1
praising,1
preacher,1
preceded,2
precious,25
premises,10
prentice,1
prepared,18
prepares,2
presence,35
presents,5
preserve,4
presided,2
pressing,14
pressure,5
presumes,1
pretence,11
pretends,1
prettier,3
previous,9
printing,1
prisoner,11
probable,6
probably,30
proceeds,1
proclaim,1
procured,2
produced,17
produces,1
profound,14
progress,9
projects,1
prologue,1
promised,8
promises,1
promoted,1
prompted,4
promptly,1
prooshan,1
properly,4
property,38
proposal,4
proposed,10
proposes,2
propound,2
prospect,13
protests,1
proudest,1
provided,30
prowling,3
publicly,2
puckered,2
punching,1
punctual,8
punished,5
purchase,4
purposes,7
pursuant,1
pursuing,12
pursuits,2
pyramids,2
quantity,11
quarrels,1
quartern,1
quarters,5
queerest,1
quenched,2
quencher,1
question,85
quitting,1
quivered,1
radiance,2
railings,2
raillery,1
railroad,3
rallying,2
rambling,2
ramsgate,1
ranelagh,1
rapidity,3
raptures,1
rational,3
rattling,11
ravaging,1
ravelled,1
reaching,2
reaction,1
realised,1
reasoned,1
reassure,1
rebelled,1
recalled,5
receipts,2
received,50
receiver,3
recesses,3
reckless,1
recoiled,1
recorded,3
recorder,1
recourse,1
recovery,6
reddened,3
redeemed,1
redeemer,1
redolent,1
reducing,2
referred,11
refilled,1
refiners,1
reflects,1
regarded,8
reginald,1
register,1
rejected,1
rejoiced,6
rejoices,1
rejoined,7
relapsed,4
relating,2
relation,13
relative,9
released,8
reliance,1
relieved,12
relieves,1
religion,2
relocked,1
remained,34
remarked,22
remember,60
reminded,6
reminder,2
remitted,1
remotest,2
removing,3
rendered,18
renewing,2
renounce,3
repaired,3
repeated,21
repeater,2
repelled,2
repented,2
repining,1
replaced,3
replying,7
reported,8
reposing,3
reprisal,1
reproach,16
reproved,2
republic,6
repulsed,2
requests,1
required,18
requires,1
resented,1
reserved,10
resigned,2
resisted,1
resolute,4
resolved,22
resorted,1
resource,3
respects,7
response,2
restless,11
restored,6
restrain,2
resulted,1
resuming,1
retained,3
retainer,1
reticule,2
retiring,7
retorted,6
retraced,1
retreats,1
returned,45
revealed,4
revenges,1
reverend,9
reversal,1
reversed,2
reverses,3
reverted,1
reviewed,2
revision,1
reviving,1
revolted,1
rewarded,1
riddance,1
rightful,1
roadside,6
robinson,2
roderick,1
romantic,5
rooshans,1
rosaries,1
rosewood,1
rounding,1
ruefully,2
rumbling,6
ruminate,1
rumoured,1
rustling,4
sacredly,1
sagacity,1
sameness,2
sandboys,1
sandgate,1
sanguine,5
saturday,8
saunters,2
savagely,1
saveloys,1
scadgers,3
scaffold,1
scalping,1
scantily,1
scarcely,34
scarcity,1
scenting,1
scheming,1
scholars,2
schooled,1
sciences,2
scissors,2
scolding,2
scooping,1
scorched,3
scorners,1
scornful,1
scotland,2
scouring,2
scramble,1
scraping,2
screamed,1
screwing,4
scrutiny,1
sculptor,1
scuttles,1
searched,2
seasoned,1
seaweeds,1
secluded,2
secondly,10
secreted,3
secretly,4
sections,10
securely,2
security,5
sedately,4
sensible,15
sensibly,1
sentence,10
separate,9
septimus,5
sequence,2
seraphic,1
seraphim,1
serenest,1
serenity,1
sergeant,7
serpents,2
serpiant,1
servants,8
services,3
settlers,1
settling,4
severely,7
severity,4
sewerage,1
shackles,1
shadowed,1
shameful,3
sharking,1
sharpens,1
sharpest,2
shedding,3
shelling,1
shepherd,4
shilling,7
shipping,2
shivered,1
shocking,3
shooting,8
shopping,1
shortest,3
shoulder,43
shouting,1
showered,1
shrewdly,1
shrieked,2
shrugged,1
shrunken,1
shudders,1
shuffled,1
shutters,3
shutting,4
sickness,4
sidelong,1
sideways,4
sidmouth,1
silenced,1
silently,10
silvered,1
singular,11
sinister,4
sirloins,1
situated,6
sixpence,7
sixpenny,1
skeleton,5
sketched,1
sketches,1
skiffins,4
skimming,1
skimpole,24
skipping,1
skirmish,1
skulking,2
skylarks,1
skylight,1
sladdery,1
slapping,1
slashing,1
sleepers,1
sleepily,1
sleeping,6
slightly,5
slinking,4
slippers,1
slippery,5
slipping,2
slipshod,1
slouched,2
sluggish,1
slumbers,1
smacking,1
smallest,9
smarting,1
smelling,5
smirking,1
smithies,1
smokings,1
smoothed,4
smoother,1
smoothly,3
smoulder,1
smuggler,1
snarling,1
snatched,1
snatches,2
sneaking,3
sneering,1
sneezing,1
sniffing,3
snipping,1
snowball,1
snuffers,1
snuffing,2
snuggest,1
snuggled,1
snugness,1
soberest,1
socially,1
softened,12
soldiers,2
solemnly,7
solitary,19
solitude,6
solution,2
somebody,46
somehows,1
sometime,1
somewhat,5
sonorous,1
soothing,4
sounding,1
southern,1
spangled,1
spanking,1
sparkled,2
sparkles,1
sparrows,2
spazzums,1
speakers,2
speaking,45
specimen,2
speckled,1
spectres,1
speeches,1
speedily,2
spelling,2
spending,2
spirited,4
spiteful,1
splashed,4
splashes,1
splendid,2
sporting,3
spotless,1
spurious,1
spurning,2
spurring,1
squaring,2
squeezed,6
squeezes,1
stagnant,1
staining,1
stalking,3
stalwart,1
stamping,5
standard,1
standing,52
starting,11
startled,4
starving,1
steadied,1
steadily,9
stealing,6
stealthy,4
steamers,1
steaming,2
steeples,1
steering,1
stepping,3
sterling,2
sternest,1
sticking,9
stiffest,2
stifling,3
stirring,3
stitched,1
stocking,2
stolbuns,1
stooping,11
stoppage,1
stoppers,2
stopping,21
storming,1
straight,20
strained,3
stranded,1
stranger,25
strapped,1
straying,2
streamed,1
strength,21
strewing,1
stricken,3
strictly,11
striding,2
striking,13
striving,2
stroking,2
strolled,5
stronger,7
strongly,14
struggle,12
studious,3
studying,1
stuffing,2
stumbled,4
stumping,2
stunning,1
stupidly,1
subduing,2
subjects,10
suborned,1
subsided,2
subtlety,1
succeeds,1
suddenly,24
suffered,13
sufferer,1
suggests,2
suitable,5
sullenly,2
summoned,5
sunbeams,1
sunburnt,3
sunlight,2
sunniest,1
sunshine,6
sunshiny,1
superior,6
supplied,3
supplies,1
supposed,40
supposes,1
supposin,1
suppress,1
surgeons,2
surprise,38
surveyed,1
survives,1
suspects,2
suspense,3
swearers,1
swearing,3
sweepers,1
sweeping,4
sweetest,1
swelling,8
swiftest,1
swilling,1
swindles,1
swinging,4
swooning,2
swooping,1
syllable,3
sympathy,14
tampered,2
tattered,1
tattooed,1
taunting,1
teachers,2
teaching,4
teaspoon,1
tempered,8
tempting,2
tenacity,1
tendency,6
tenderer,1
tenderly,4
tenement,1
terraces,2
terrible,17
terrific,2
thankful,10
thanking,3
theerfur,1
themseln,1
theories,1
thervant,1
thinking,50
thinness,1
thirsted,1
thomehow,1
thorough,1
thoughts,49
thousand,26
threaten,4
thriving,1
throwing,17
thursday,2
ticketed,1
tigerish,2
tightest,1
timidity,1
timorous,1
tiresome,5
together,131
toilette,1
toilsome,1
tolerate,1
tomorrow,9
toppling,1
torments,1
tortured,3
tortures,2
touching,23
towering,2
townsman,2
tracking,1
traddles,53
training,4
trampers,2
tramping,2
tranquil,9
transact,1
transfer,2
treading,3
treasure,2
treating,1
trembled,4
trespass,1
trestles,1
tribunal,2
trickery,1
trifling,4
trimming,1
trinkets,3
triumphs,1
trophies,1
trotters,2
trotting,2
trotwood,15
troubled,16
troubles,4
trousers,4
trumpery,1
trumpets,2
trustful,2
trusting,8
tumblers,1
tumbling,9
tumbrils,2
turnings,2
turnpike,2
tweezers,1
twilight,6
twinkled,1
twisting,3
twitched,4
twopence,3
twopenny,2
ultimate,1
umbrella,6
unawares,2
unbidden,2
unbroken,3
uncommon,16
uneasily,2
unerring,1
ungainly,1
unharmed,1
unheeded,1
universe,4
unkindly,2
unlikely,4
unlocked,1
unlooked,1
unpacked,2
unpolite,2
unreason,1
unseated,1
unsteady,4
untasked,1
untasted,3
untimely,1
unwholly,1
unwonted,4
unworthy,3
upraised,1
upstairs,28
urgently,1
utensils,1
uttering,4
uxbridge,1
vacation,6
vagabond,6
vagrants,1
vanished,9
vanishes,1
vaunting,1
vehement,1
ventured,4
ventures,3
verajail,1
verandah,2
verified,2
vexation,3
vicinity,2
victuals,2
vigorous,6
vilified,1
villages,1
villainy,1
violates,10
violence,13
virtuous,4
viscount,1
visiting,5
visitors,16
vivacity,1
vocation,2
volatile,2
volumnia,26
voracity,1
waggoner,1
wainscot,1
waitress,1
waltzing,1
walworth,4
wandered,4
wanderer,1
warbling,1
wardrobe,3
warnings,1
warrants,1
watchful,5
watching,24
watchman,4
watering,6
waterloo,1
watermen,1
wavering,1
weakened,1
weakness,11
wearying,1
weathers,1
weighing,2
welcomed,2
westlock,13
westward,4
whatever,60
whenever,28
wherever,8
whirling,1
whiskers,14
whispers,4
whistled,1
whitened,3
whitrose,2
whooping,1
whopping,1
wildness,3
williams,1
windings,3
windlass,2
windmill,2
windpipe,1
windward,1
winnings,1
withdraw,4
withdrew,8
withered,9
wondered,10
woolsack,1
woolwich,3
workings,1
workshop,1
worrited,1
worthies,1
wrayburn,16
wrestles,2
wretched,23
wretches,2
wringing,1
wrinkled,1
writhing,2
yarmouth,5
yearning,1
yielding,14
youngest,11
youthful,3
abandoned,11
abhorrent,1
abilities,4
abolished,1
abounding,1
aboutedly,1
absconded,1
abundance,1
abyssinia,1
accepting,4
accidents,1
accompany,7
according,31
acquitted,1
adaptable,3
additions,10
addressed,21
addresses,1
adjective,1
adjoining,2
adjusting,1
admirable,5
admirably,3
admission,7
adornment,1
advancing,6
advantage,24
adventure,2
adversary,2
advertise,1
advisable,1
advocates,1
affecting,7
affection,21
affianced,1
affidavit,1
afflicted,1
aforesaid,3
afternoon,29
aggravate,1
aggregate,2
aggrieved,1
agincourt,1
agitation,6
agreeable,31
agreeably,2
agreement,35
alexandre,4
alienated,1
alleviate,1
alligator,2
allowance,7
allusions,1
alongside,3
alphabets,1
amazement,10
amazingly,2
ambiguity,1
ambuscade,1
amenities,1
amidships,1
amounting,1
amusement,2
analogous,1
anastasia,1
anastatia,1
anatomist,1
ancestors,2
anecdotes,1
animation,3
animosity,2
announced,11
announces,1
annoyance,2
annuities,1
anointing,1
anomalous,1
answering,5
antiquity,2
anxiously,8
anywheres,1
apartment,8
apertures,1
apologize,1
appalling,3
appealing,1
appearing,15
appetites,2
appointed,12
appraised,1
approving,1
arbitrary,1
arguments,1
arranging,8
artillery,1
ascending,1
ascertain,3
asparagus,1
aspersion,1
assembled,6
assenting,2
asserting,6
assertion,4
assiduity,2
assigning,1
assistant,2
assisting,4
associate,3
assuaging,1
assurance,10
assuredly,12
asthmatic,1
astounded,1
atonement,2
attaching,2
attacking,1
attaining,1
attempted,1
attendant,5
attending,7
attention,66
attentive,15
attorneys,4
attracted,8
attrapped,1
audacious,1
audiences,1
augmented,2
austerity,1
australey,1
authority,12
authorize,1
automaton,2
available,3
avalanche,1
avocation,1
avoidance,2
awakening,4
awfulness,2
awkwardly,2
backwards,5
bagatelle,1
bakehouse,1
balancing,1
banishing,1
banisters,2
banknotes,1
bankrupts,1
barbarian,1
barbarous,2
bargained,1
barrelled,1
barrister,1
bartering,1
bashfully,1
battering,1
beautiful,45
beckoning,4
bedsteads,1
befitting,1
beginning,45
behaviour,6
beholders,2
believeth,2
believing,5
belonging,14
benignant,1
besmeared,1
bestirred,1
bestowing,6
bethought,2
betokened,1
betrothed,3
bewailing,2
bewitched,1
billiards,1
billickin,3
birthdays,2
blackened,3
blackpool,2
blameable,1
blameless,1
blandness,1
blessedly,1
blessings,5
blewberry,1
blistered,1
blockhead,1
bloodshed,1
bloodshot,1
blusterer,1
blustrous,1
boatswain,1
bodyguard,1
bootmaker,1
borrowers,1
borrowing,1
bothering,2
bounderby,72
boundless,1
bracelets,1
branching,1
breakfast,51
breathing,9
